Material,JOB_TYPE,BOARD_TYPE,METAL_CORE_TYPE,HATS_COUPON_TYPE,FAI_TYPE,FINISH_CS,SEL_PLT_CS,NEED_MICROWAVE,EXIST_VCUT,CUST_THK_MEASURE_METOD,SERIAL_NUM,CAM_LAYUP,FINISH_PS,SEL_PLT_PS,EXIST_CU_SPOT,EXIST_CU_FILL,EXIST_SILVER_PRINT,EXIST_LASER,EXIST_SUB,EXIST_IMPEDANCE,EXIST_CU_PASTE,CIRCUIT_TYPE,SAP_HS,SAP_FAMILY_GROUP,PLATED_COUNTERSINK,ETCHBACK,SUPPLY_IN_PCBS_PANEL,EXIST_DR2,SURFACE_CONTAMINATION,COCOON_DEPT_ROUT,VGROOVE_METHOD,PHASE_METHOD,STRAIN_RELIEF,ROUTING_PHASE,PEELABLE,SPEC,COPPER_TYPE_TOP,COPPER_TYPE_BOT,SPOT_TYPE,PASTE_APPLY,SILK,PASTE_TYPE,FAMILY_GROUP,CU_SPOT_SIDE,ETCH_PROTECT_CS,ETCH_PROTECT_PS,COCOON_TYPE,THICKNESS_CALC_METHOD,CUSTOMER,CUSTOMER_REV,ME_DATA_TO_C_FLSTOCKRECEIPT,ME_MTR_GROUP,ME_DATA_TO_C_ASSEMBLY,ME_DATA_TO_C_REMOVAL,PROC_CODE,SM_SIDE,SS_SIDE,CROSS_SEC_NUM,SUPPLY_IN_ARRAY,HS_VENDOR,END_USE_MATERIAL,WRAP_REQUIRMENT,GROUP_B,ALLOW_REJECTS_IN_ARRAY,IMAGE_ENG,CUSTOMER_ITEM,END_CUSTOMER,LEADING_MATERIAL,SM_COLOR_CS,SM_COLOR_PS,SS_COLOR_CS,SS_COLOR_PS,BURIED_RESISTOR_EXIST,BURIED_CAPACITOR_EXIST,CAVITY_EXIST,JOB_NON_STOCK_MATERIAL,AIR_CAVITY,JOB_LASER_TYPE,CARBON
M2P766B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,VACUUM,SPRINT,THROUGH,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,,,,,,,,,PC-10607B,10143,M2P766B-A,,,,,,,,,,,
M2P800A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,CNTR_HG,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10619,B,NONE,IPC 6012 CLASS3,NONE,NONE,ABCL,CS-PS,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,ALEXK,1226C104,,M2P800A-A,,,,,,,,,,,
M2P801A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12334,1,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,ALEXK,PCB556071,12334,M2P801A-A,,,,,,,,,,,
M2P801B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10543,2,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,OLEGF,PCB556071,12334,M2P801B-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M2P802A-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,NO,RIGID,NO,POLYAMID,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,ALL,NO,NONE,NO,NONE,NO,NA,MEIRV,4019B283-002A,10333,M2P802A-A,,,,,,,,,,,
M2P803A-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,NO,RIGID,NO,POLYAMID,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,ALL,NO,NONE,NO,NONE,NO,NA,MEIRV,4019B614-001,10333,M2P803A-A,,,,,,,,,,,
M2P804A-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,NO,RIGID,NO,POLYAMID,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,4019B619-001,10333,M2P804A-A,,,,,,,,,,,
M2P805A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,MIXED,NONE,NONE,SCREEN,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,NONE,CS,PARTIAL,NO,NONE,NO,NONE,NO,YES,YELENAC,2099-32060-00,10341,M2P805A-A,,,,,,,,,,,
M2P806A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,ALEXK,PC-12084A,10143,M2P806A-A,,,,,,,,,,,
M2P807A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,400000,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,YELENAC,SAFETY_CONTROLER38,400000,M2P807A-A,,,,,,,,,,,
M2P808A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID FLEX,NO,KAPTON,NO,NO,NO,NO,NO,YES,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RHR-RHU,OVER MASK ON PLATED COPPER,11483,,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NO,IGORK,S170206/104897A-S0,,M2P808A-A,,,,,,,,,,,
M2P809A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,NONE,NONE,NO,NO,OVER MASK ON LAMINATE,NO,FOIL,NONE,NONE,NO,NO,YES,YES,YES,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,NONE,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON LAMINATE,497200,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,NONE,NONE,NO,NONE,NO,NONE,NO,NA,YELENAC,ROUTING FOR IBIPC-2011-030F R0,497200,M2P809A-A,,,,,,,,,,,
M2P810A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,YES,NO,OVER MASK ON PLATED COPPER,YES,CORE,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,YES,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,SIGNAL,MIXED,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,MARINAN,1024Y373-004,10333,M2P810A-A,,,,,,,,,,,
M2P811A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11830,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ALEXK,OFR-PLATE170313,11830,M2P811A-A,,,,,,,,,,,
M2P812A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS,CS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,M340B85,12146,M2P812A-A,,,,,,,,,,,
M2P813A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,497900,F,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,MARINAN,TAUM6231A-ARLON,10208,M2P813A-A,,,,,,,,,,,
M2P814A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,497900,F,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,MARINAN,TAUM6231A-VENTEC,10208,M2P814A-A,,,,,,,,,,,
M2P815A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10764,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,YES,NA,ALEXK,2.199E+11,10764,M2P815A-A,,,,,,,,,,,
M2P816A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,NONE,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,NONE,NONE,NO,NONE,NO,NONE,NO,NA,ALEXK,PC-12090A,10143,M2P816A-A,,,,,,,,,,,
M2P816B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,NONE,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,NONE,NONE,NO,NONE,NO,NONE,NO,NA,ALEXK,PC12090A,10143,M2P816B-A,,,,,,,,,,,
M2P817A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11538,,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,HPC14191,11538,M2P817A-A,,,,,,,,,,,
M2P818A-A,STANDARD,GENERAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12327,2,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,HERZELE,EP-0006-0004,12327,M2P818A-A,,,,,,,,,,,
M2P819A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,FULL_SGLD,NONE,YES,NO,OVER LAMINATE,YES,FOIL,ELEC_TIN,NONE,NO,NO,NO,YES,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,SIGNAL,MIXED,NONE,NONE,SCREEN,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,NONE,CS,PARTIAL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,SASHAS,1096A682-001,,M2P819A-A,,,,,,,,,,,
M2P820A-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,FULL_SGLD,NONE,YES,NO,NO,NO,NO,NO,YES,RIGID,NO,POLYAMID,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,THROUGH,VACUUM,SPRINT,THROUGH,POLYAMID,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS,CS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,IGORK,1096A672-001,10333,M2P820A-A,,,,,,,,,,,
M2P821A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10315,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,P5647,10315,M2P821A-A,,,,,,,,,,,
M2P822A-A,,MILITARY,,INTERNAL,,,,,,,,,,,,,,,,,,RIGID,,GLASS EPOXY,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M2P822B-A,STANDARD,MILITARY,NONE,EXTERNAL,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,YES,YES,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,THROUGH,VACUUM,SPRINT,THROUGH,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,IPC 6012 CLASS3,NO,NA,OLEGF,2024E852-002,10333,M2P822B-A,,,,,,,,,,,
M2P823A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,FULL_SGLD,NONE,YES,NO,OVER LAMINATE,YES,FOIL,ELEC_TIN,NONE,NO,NO,NO,YES,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,SIGNAL,MIXED,NONE,NONE,SCREEN,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10009,0,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,NONE,CS,PARTIAL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,SASHAS,3W04A12104,,M2P823A-A,,,,,,,,,,,
M2P824A-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,CUT,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11061,B,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,NO,NONE,NO,NA,OLEGF,813227885,11061,M2P824A-A,,,,,,,,,,,
M2P825A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,FULL_SGLD,NONE,YES,NO,OVER LAMINATE,YES,FOIL,FULL_SGLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,YES,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6018 CLASS3,NONE,NONE,ABHS,NONE,CS,PARTIAL,NO,SUPPLIER,NO,IPC 6018 CLASS3,NO,NA,MARINAN,1097J311-001,,M2P825A-A,,,,,,,,,,,
M2P826A-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,NONE,NONE,NO,NO,OVER LAMINATE,YES,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,,NONE,NONE,SCREEN,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,NONE,NO,NONE,NO,NONE,NO,NA,HERZELE,1024T276-001,,M2P826A-A,,,,,,,,,,,
M2P827A-A,,MILITARY,,,,HAL,,,,,,,HAL,,,,,,,,,RIGID,,TEFLON,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M2P827B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,YES,NO,OVER PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,YES,YES,YES,NO,NO,RIGID,NO,TEFLON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6018 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,TEFLON,NONE,ARTWORK,ARTWORK,RDW,OVER MASK ON PLATED COPPER,10333,,NONE,IPC 6018 CLASS3,NONE,NONE,APCB,NONE,CS,ALL,NO,NONE,NO,IPC 6018 CLASS3,NO,NA,HERZELE,1024T277-001,,M2P827B-A,,,,,,,,,,,
M2P828A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SCREEN,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,2064-32044-00,10341,M2P828A-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M2P829A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11483,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,S170107  601-31-00111-00-00,10303,M2P829A-A,,,,,,,,,,,
M2P830A-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,2064-32048-00 RB,10341,M4Y349A-A,,,,,,,,,,,
M2P831A-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,SA_HG,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,SA_HG,NO,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,YES,NO,NO,YES,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,KAPTON,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,11483,,NONE,IPC 6013 CLASS3,NONE,NONE,ABCL,NONE,CS,ALL,NO,NONE,NO,NONE,NO,NA,MEIRV,S170131,RAFAEL,M2P831A-A,,,,,,,,,,,
M2P832A-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12146,-,NONE,MIL PRF 55110G,NONE,NONE,APCB,CS-PS,PS,ALL,NO,NONE,NO,NONE,NO,NA,OLEGF,50-1166-001,12146,M2P832A-A,,,,,,,,,,,
